N4m3;S3x;4g3;H31ght;W31ght;T34m;Sp0rt;3v3nt;M3d4l
Stacey Annette Nuveman (-Deniz);F;22;183;240,3038656;United States;Softball;Softball Women's Softball;Gold
O Gyo-Mun;M;28;180;160,9374513;South Korea;Archery;Archery Men's Team;Gold
Leah Marie O'Brien-Amico;F;26;175;143,3004703;United States;Softball;Softball Women's Softball;Gold
Hugues Obry;M;27;185;165,3466965;France;Fencing;Fencing Men's epee, Individual;Silver
Hugues Obry;M;27;185;165,3466965;France;Fencing;Fencing Men's epee, Team;Silver
Xavier O'Callaghan Ferrer;M;28;186;176,3698096;Spain;Handball;Handball Men's Handball;Bronze
David O'Connor;M;38;180;169,7559417;United States;Equestrianism;Equestrianism Mixed Three-Day Event, Individual;Gold
David O'Connor;M;38;180;169,7559417;United States;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Bronze
Ruth Ogbeifo;F;28;161;165,3466965;Nigeria;Weightlifting;Weightlifting Women's Heavyweight;Silver
Yoriko Okamoto;F;29;169;147,7097155;Japan;Taekwondo;Taekwondo Women's Welterweight;Bronze
"Jess ""Josu"" Olalla Iraeta";M;29;196;209,4391489;Spain;Handball;Handball Men's Handball;Bronze
Rafael Andrs Olarra Guerrero;M;22;184;165,3466965;Chile;Football;Football Men's Football;Bronze
Maria Olaru;F;18;163;105,8218858;Romania;Gymnastics;Gymnastics Women's Individual All-Around;Silver
Maria Olaru;F;18;163;105,8218858;Romania;Gymnastics;Gymnastics Women's Team All-Around;Gold
Elisabeta Oleniuc-Lip;F;35;183;176,3698096;Romania;Rowing;Rowing Women's Coxed Eights;Gold
Gennady Yuryevich Oleshchuk;M;25;160;136,6866024;Belarus;Weightlifting;Weightlifting Men's Featherweight;Bronze
Ruslan Iosifovich Olikhver;M;31;201;200,6206584;Russia;Volleyball;Volleyball Men's Volleyball;Silver
Carl Oliver, Jr.;M;31;178;176,3698096;Bahamas;Athletics;Athletics Men's 4 x 400 metres Relay;Bronze
Erik Staffan Olsson;M;36;199;218,2576394;Sweden;Handball;Handball Men's Handball;Silver
Ioana Olteanu (Clin-);F;34;178;163,1420739;Romania;Rowing;Rowing Women's Coxed Eights;Gold
"Susan ""Susie"" O'Neill";F;27;171;138,8912251;Australia;Swimming;Swimming Women's 200 metres Freestyle;Gold
"Susan ""Susie"" O'Neill";F;27;171;138,8912251;Australia;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
"Susan ""Susie"" O'Neill";F;27;171;138,8912251;Australia;Swimming;Swimming Women's 200 metres Butterfly;Silver
"Susan ""Susie"" O'Neill";F;27;171;138,8912251;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Silver
Vanina Paula Oneto;F;27;164;145,5050929;Argentina;Hockey;Hockey Women's Hockey;Silver
Junko Onishi;F;25;165;125,6634893;Japan;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Maksim Aleksandrovich Opalev;M;21;184;205,0299037;Russia;Canoeing;Canoeing Men's Canadian Singles, 500 metres;Silver
"Maria Johanna Martina ""Miriam"" Oremans (-Vermeer)";F;28;169;143,3004703;Netherlands;Tennis;Tennis Women's Doubles;Silver
Luis Patricio Ormazbal Mozo;M;21;170;143,3004703;Chile;Football;Football Men's Football;Bronze
Antonio Carlos Ortega Prez;M;29;184;189,5975453;Spain;Handball;Handball Men's Handball;Bronze
Bernice Jane Orwig;F;23;182;169,7559417;United States;Water Polo;Water Polo Women's Water Polo;Silver
Sonia O'Sullivan;F;30;175;121,2542441;Ireland;Athletics;Athletics Women's 5,000 metres;Silver
Markus Tobias Oscarsson;M;23;184;189,5975453;Sweden;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Silver
Roy Edward Oswalt;M;23;180;169,7559417;United States;Baseball;Baseball Men's Baseball;Gold
"Maureen ""Mo"" O'Toole (Mendoza-)";F;39;177;141,0958477;United States;Water Polo;Water Polo Women's Water Polo;Silver
Merlene Joyce Ottey-Page;F;40;175;136,6866024;Jamaica;Athletics;Athletics Women's 100 metres;Bronze
Merlene Joyce Ottey-Page;F;40;175;136,6866024;Jamaica;Athletics;Athletics Women's 4 x 100 metres Relay;Silver
Hseyin zkan (Bisultanov-);M;28;165;149,9143382;Turkey;Judo;Judo Men's Half-Lightweight;Gold
Antonio Pacheco Mass;M;36;189;207,2345263;Cuba;Baseball;Baseball Men's Baseball;Silver
Ildik Pdr;F;30;178;158,7328286;Hungary;Handball;Handball Women's Handball;Silver
Yuliya Vladimirovna Pakhalina;F;23;155;103,6172631;Russia;Diving;Diving Women's Synchronized Springboard;Gold
Olena Ivanivna Pakholchyk;F;35;180;147,7097155;Ukraine;Sailing;Sailing Women's Two Person Dinghy;Bronze
Katalin Plinger;F;21;183;158,7328286;Hungary;Handball;Handball Women's Handball;Silver
Henry Crawford Palmer;M;29;208;231,4853751;France;Basketball;Basketball Men's Basketball;Silver
Kharikleia Pantazi;F;15;164;90,38952742;Greece;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Bronze
Samuele Papi;M;27;190;185,1883001;Italy;Volleyball;Volleyball Men's Volleyball;Bronze
Park Gyeong-Wan;M;28;178;189,5975453;South Korea;Baseball;Baseball Men's Baseball;Bronze
Park Jae-Hong;M;27;176;180,7790548;South Korea;Baseball;Baseball Men's Baseball;Bronze
Park Jin-Man;M;23;177;171,9605644;South Korea;Baseball;Baseball Men's Baseball;Bronze
Park Jong-Ho;M;27;176;165,3466965;South Korea;Baseball;Baseball Men's Baseball;Bronze
Park Seok-Jin;M;28;179;165,3466965;South Korea;Baseball;Baseball Men's Baseball;Bronze
Terence Michael Parkin;M;20;185;180,7790548;South Africa;Swimming;Swimming Men's 200 metres Breaststroke;Silver
"Cynthia Marie ""Cindy"" Parlow";F;22;177;145,5050929;United States;Football;Football Women's Football;Silver
Aneta Pastuszka-Konieczna;F;22;168;160,9374513;Poland;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Bronze
Nicolle Katherine Payne;F;24;175;158,7328286;United States;Water Polo;Water Polo Women's Water Polo;Silver
Gary Dwayne Payton;M;32;190;189,5975453;United States;Basketball;Basketball Men's Basketball;Gold
Christie Patricia Pearce-Rampone;F;25;168;141,0958477;United States;Football;Football Women's Football;Silver
Todd Robert Pearson;M;22;189;185,1883001;Australia;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Gold
Todd Robert Pearson;M;22;189;185,1883001;Australia;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Carlos Alberto Pedroso Curiel;M;33;190;194,0067906;Cuba;Fencing;Fencing Men's epee, Team;Bronze
Ivn Lzaro Pedroso Soler;M;27;176;145,5050929;Cuba;Athletics;Athletics Men's Long Jump;Gold
Alison Louise Peek;F;30;168;134,4819798;Australia;Hockey;Hockey Women's Hockey;Gold
Ian R. Peel;M;42;180;194,0067906;Great Britain;Shooting;Shooting Men's Trap;Silver
Aaron Wells Peirsol;M;17;191;200,6206584;United States;Swimming;Swimming Men's 200 metres Backstroke;Silver
Mria Pekli (-Kelly);F;28;158;125,6634893;Australia;Judo;Judo Women's Lightweight;Bronze
Larisa Aleksandrovna Peleshenko (Agapova-);F;36;185;224,8715072;Russia;Athletics;Athletics Women's Shot Put;Silver
Giovanni Pellielo;M;30;173;205,0299037;Italy;Shooting;Shooting Men's Trap;Bronze
"Petronella Wilhelmina Cornelia ""Nelleke"" Penninx";F;28;177;158,7328286;Netherlands;Rowing;Rowing Women's Coxed Eights;Silver
Iain Bryden Percy;M;24;185;202,825281;Great Britain;Sailing;Sailing Men's One Person Dinghy;Gold
Leobaldo O. Pereira Pulido;M;28;178;136,6866024;Cuba;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Silver
Valeriy Valeriyovych Pereshkura;M;22;167;136,6866024;Ukraine;Gymnastics;Gymnastics Men's Team All-Around;Silver
Juan Prez Mrquez;M;26;202;220,462262;Spain;Handball;Handball Men's Handball;Bronze
Luis Alberto Prez Rionda;M;31;172;158,7328286;Cuba;Athletics;Athletics Men's 4 x 100 metres Relay;Bronze
Kieren John Perkins;M;27;194;198,4160358;Australia;Swimming;Swimming Men's 1,500 metres Freestyle;Silver
Nanceen Lavern Perry;F;23;176;149,9143382;United States;Athletics;Athletics Women's 4 x 100 metres Relay;Bronze
Irina Vladimirovna Pershina;F;22;179;125,6634893;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Indrek Pertelson;M;29;193;246,9177334;Estonia;Judo;Judo Men's Heavyweight;Bronze
Nikolaj Pealov;M;30;167;152,1189608;Croatia;Weightlifting;Weightlifting Men's Featherweight;Gold
Rodrigo de Paula Pessoa;M;27;177;147,7097155;Brazil;Equestrianism;Equestrianism Mixed Jumping, Team;Bronze
Ariel Osvaldo Pestano Valdes;M;26;175;171,9605644;Cuba;Baseball;Baseball Men's Baseball;Silver
Rikke Petersen Schmidt;F;25;184;165,3466965;Denmark;Handball;Handball Women's Handball;Gold
Heather Petri;F;22;180;160,9374513;United States;Water Polo;Water Polo Women's Water Polo;Silver
Silvijo Petriko;M;20;174;119,0496215;Croatia;Rowing;Rowing Men's Coxed Eights;Bronze
Aleksey Aleksandrovich Petrov;M;26;170;202,825281;Russia;Weightlifting;Weightlifting Men's Middle-Heavyweight;Bronze
Tatyana Vladimirovna Petrova;F;27;162;138,8912251;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Yuliya Sergeyevna Petrova;F;21;170;132,2773572;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Marianne Iren Pettersen;F;25;171;141,0958477;Norway;Football;Football Women's Football;Gold
Pr Johan Pettersson (Petersson-);M;27;181;180,7790548;Sweden;Handball;Handball Men's Handball;Silver
Leonardo Pettinari;M;27;181;156,528206;Italy;Rowing;Rowing Men's Lightweight Double Sculls;Silver
Paola Pezzo;F;31;178;127,868112;Italy;Cycling;Cycling Women's Mountainbike, Cross-Country;Gold
Cornelia Pfohl (-Griem);F;29;175;127,868112;Germany;Archery;Archery Women's Team;Bronze
Erin Ashley Phenix;F;19;178;138,8912251;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Gold
Emanuela Pierantozzi;F;32;170;171,9605644;Italy;Judo;Judo Women's Half-Heavyweight;Bronze
Gabriel Pierre Lazo;M;33;176;213,8483941;Cuba;Baseball;Baseball Men's Baseball;Silver
Krisztina Pigniczki-Sepsi;F;24;171;145,5050929;Hungary;Handball;Handball Women's Handball;Silver
Julien Pillet;M;22;184;165,3466965;France;Fencing;Fencing Men's Sabre, Team;Silver
Adam Robert Pine;M;24;183;176,3698096;Australia;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Gold
Adam Robert Pine;M;24;183;176,3698096;Australia;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Matthew Clive Pinsent;M;29;196;238,099243;Great Britain;Rowing;Rowing Men's Coxless Fours;Gold
Constana Pipot-Burcic;F;29;174;141,0958477;Romania;Rowing;Rowing Women's Lightweight Double Sculls;Gold
David Marcelo Pizarro Corts;M;21;166;136,6866024;Chile;Football;Football Men's Football;Bronze
Fernando Fabricio Platas lvarez;M;27;164;132,2773572;Mexico;Diving;Diving Men's Springboard;Silver
Lionel Plumenail;M;33;172;143,3004703;France;Fencing;Fencing Men's Foil, Team;Gold
Yevgeny Anatolyevich Podgorny;M;23;161;123,4588667;Russia;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Sergey Valentinovich Pogorelov;M;26;197;242,5084882;Russia;Handball;Handball Men's Handball;Gold
Anna Polatou;F;16;166;99,2080179;Greece;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Bronze
Claudia Mara Poll Ahrens;F;27;191;167,5513191;Costa Rica;Swimming;Swimming Women's 200 metres Freestyle;Bronze
Claudia Mara Poll Ahrens;F;27;191;167,5513191;Costa Rica;Swimming;Swimming Women's 400 metres Freestyle;Bronze
Olaf Pollack;M;26;185;165,3466965;Germany;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Gold
Catherine Pomales-Scott (Blackwood-);F;27;174;134,4819798;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Silver
Wijan Ponlid;M;24;162;112,4357536;Thailand;Boxing;Boxing Men's Flyweight;Gold
Florin Popescu;M;26;183;176,3698096;Romania;Canoeing;Canoeing Men's Canadian Doubles, 500 metres;Bronze
Florin Popescu;M;26;183;176,3698096;Romania;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Gold
Kristina Poplavskaja (-Bagvilien);F;29;184;169,7559417;Lithuania;Rowing;Rowing Women's Double Sculls;Bronze
Aleksandr Vladimirovich Popov;M;28;200;191,8021679;Russia;Swimming;Swimming Men's 100 metres Freestyle;Silver
Valentina Vadimovna Popova;F;27;164;148,8120269;Russia;Weightlifting;Weightlifting Women's Middleweight;Silver
Laurent Porchier;M;32;178;154,3235834;France;Rowing;Rowing Men's Lightweight Coxless Fours;Gold
"Nicholas Weston ""Nick"" Porzig";M;28;195;207,2345263;Australia;Rowing;Rowing Men's Coxed Eights;Silver
Olga Dmitriyevna Potashova;F;24;204;216,0530168;Russia;Volleyball;Volleyball Women's Volleyball;Silver
Kerri-Ann Pottharst;F;35;184;158,7328286;Australia-1;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Gold
ric Claude Jacques Poujade;M;28;174;134,4819798;France;Gymnastics;Gymnastics Men's Pommelled Horse;Silver
Manolo Poulot Ramos;M;26;165;132,2773572;Cuba;Judo;Judo Men's Extra-Lightweight;Bronze
"Katrina Maree ""Triny"" Powell";F;28;157;119,0496215;Australia;Hockey;Hockey Women's Hockey;Gold
Lisa Josephine Powell-Carruthers;F;30;168;132,2773572;Australia;Hockey;Hockey Women's Hockey;Gold
Stanislav Alekseyevich Pozdnyakov;M;26;178;171,9605644;Russia;Fencing;Fencing Men's Sabre, Team;Gold
Maria Claudia Prescan;F;20;156;92,59415004;Romania;Gymnastics;Gymnastics Women's Team All-Around;Gold
Mitic Pricop;M;22;178;167,5513191;Romania;Canoeing;Canoeing Men's Canadian Doubles, 500 metres;Bronze
Mitic Pricop;M;22;178;167,5513191;Romania;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Gold
Birgit Prinz;F;22;179;163,1420739;Germany;Football;Football Women's Football;Bronze
Irina Anatolyevna Privalova (Sergeyeva-);F;31;174;141,0958477;Russia;Athletics;Athletics Women's 400 metres Hurdles;Gold
Irina Anatolyevna Privalova (Sergeyeva-);F;31;174;141,0958477;Russia;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Yelena Sergeyevna Produnova;F;20;150;85,98028218;Russia;Gymnastics;Gymnastics Women's Team All-Around;Silver
Yelena Sergeyevna Produnova;F;20;150;85,98028218;Russia;Gymnastics;Gymnastics Women's Balance Beam;Bronze
Yelena Vladimirovna Prokhorova;F;22;171;132,2773572;Russia;Athletics;Athletics Women's Heptathlon;Silver
Yanina Dislavovna Provalinskaya-Karolchik;F;23;187;202,825281;Belarus;Athletics;Athletics Women's Shot Put;Gold
Imre Pulai;M;32;201;251,3269787;Hungary;Canoeing;Canoeing Men's Canadian Doubles, 500 metres;Gold
Dean Lester Pullar;M;27;186;176,3698096;Australia;Diving;Diving Men's Synchronized Springboard;Bronze
Carlos Puyol Saforcada;M;22;178;171,9605644;Spain;Football;Football Men's Football;Silver
Olga Vasilyevna Puzhevich;F;17;167;94,79877266;Belarus;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Silver
Qin Yiyuan;F;27;173;136,6866024;China-1;Badminton;Badminton Women's Doubles;Bronze
Megan M. Quann-Jendrick;F;16;170;141,0958477;United States;Swimming;Swimming Women's 100 metres Breaststroke;Gold
Megan M. Quann-Jendrick;F;16;170;141,0958477;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Jason Paul Queally;M;30;183;194,0067906;Great Britain;Cycling;Cycling Men's 1,000 metres Time Trial;Gold
Jason Paul Queally;M;30;183;194,0067906;Great Britain;Cycling;Cycling Men's Team Sprint;Silver
Martijntje Quik;F;26;168;110,231131;Netherlands;Rowing;Rowing Women's Coxed Eights;Silver
Delphine Jeanine Annie Racinet-Reau;F;26;171;158,7328286;France;Shooting;Shooting Women's Trap;Silver
Elena Radu;F;25;178;156,528206;Romania;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Andreea Mdlina Rducan;F;16;148;81,57103694;Romania;Gymnastics;Gymnastics Women's Team All-Around;Gold
Andreea Mdlina Rducan;F;16;148;81,57103694;Romania;Gymnastics;Gymnastics Women's Horse Vault;Silver
Bojana Radulovics;F;27;179;156,528206;Hungary;Handball;Handball Women's Handball;Silver
Iulian Raicea;M;27;175;158,7328286;Romania;Shooting;Shooting Men's Rapid-Fire Pistol, 25 metres;Bronze
Simone Raineri;M;23;190;205,0299037;Italy;Rowing;Rowing Men's Quadruple Sculls;Gold
Maurizio Randazzo;M;36;180;163,1420739;Italy;Fencing;Fencing Men's epee, Team;Gold
Lene Rantala;F;32;180;147,7097155;Denmark;Handball;Handball Women's Handball;Gold
Anita Rapp (-degrd);F;23;177;141,0958477;Norway;Football;Football Women's Football;Gold
Raquel Peluci Xavier da Silva;F;22;191;156,528206;Brazil;Volleyball;Volleyball Women's Volleyball;Bronze
Yuliya Sergeyevna Raskina;F;18;161;88,1849048;Belarus;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Individual;Silver
Paul Ratcliffe;M;26;180;158,7328286;Great Britain;Canoeing;Canoeing Men's Kayak Singles, Slalom;Silver
"James Richert ""Jamie"" Rauch";M;21;196;196,2114132;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Silver
Jon Erich Rauch;M;21;206;229,2807525;United States;Baseball;Baseball Men's Baseball;Gold
Ronald Rauhe;M;18;179;180,7790548;Germany;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Bronze
Mary Elise Ray;F;18;152;105,8218858;United States;Gymnastics;Gymnastics Women's Team All-Around;Bronze
"Stephen Geoffrey ""Steven"" Redgrave";M;38;193;227,0761299;Great Britain;Rowing;Rowing Men's Coxless Fours;Gold
Jan ehula;M;26;176;143,3004703;Czech Republic;Triathlon;Triathlon Men's Olympic Distance;Bronze
Pedro Antonio Reyes Gonzlez;M;27;184;176,3698096;Chile;Football;Football Men's Football;Bronze
Mark Jeffrey Reynolds;M;44;192;194,0067906;United States;Sailing;Sailing Mixed Two Person Keelboat;Gold
Hossein Reza Zadeh;M;22;185;341,7165061;Iran;Weightlifting;Weightlifting Men's Super-Heavyweight;Gold
"Kimberly Susan ""Kim"" Rhode (-Harryman)";F;21;163;180,7790548;United States;Shooting;Shooting Women's Double Trap;Bronze
Ri Song-Hui;F;21;152;122,3565554;North Korea;Weightlifting;Weightlifting Women's Lightweight;Silver
Edson Luciano Ribeiro;M;27;190;209,4391489;Brazil;Athletics;Athletics Men's 4 x 100 metres Relay;Silver
Maria Fernanda Moreira Ribeiro;F;31;161;105,8218858;Portugal;Athletics;Athletics Women's 10,000 metres;Bronze
Ricarda Raquel Barbosa Lima;F;30;185;145,5050929;Brazil;Volleyball;Volleyball Women's Volleyball;Bronze
Ricardo Alex Costa Santos;M;25;200;224,8715072;Brazil-1;Beach Volleyball;Beach Volleyball Men's Beach Volleyball;Silver
Robert Richards;M;28;186;156,528206;Australia;Rowing;Rowing Men's Lightweight Coxless Fours;Silver
"Alexandra Angela ""Sandie"" Richards";F;31;175;147,7097155;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Silver
"Dorothy Gay ""Dot"" Richardson";F;38;175;132,2773572;United States;Softball;Softball Women's Softball;Gold
Passion J. Richardson;F;25;155;112,4357536;United States;Athletics;Athletics Women's 4 x 100 metres Relay;Bronze
Simona Marcela Richter;F;28;170;171,9605644;Romania;Judo;Judo Women's Half-Heavyweight;Bronze
Lars Peter Riedel;M;33;199;242,5084882;Germany;Athletics;Athletics Men's Discus Throw;Silver
Antoine Roger Rigaudeau;M;28;198;224,8715072;France;Basketball;Basketball Men's Basketball;Silver
Guillermo Rigondeaux Ortz;M;19;166;119,0496215;Cuba;Boxing;Boxing Men's Bantamweight;Gold
Hege Riise;F;31;165;136,6866024;Norway;Football;Football Women's Football;Gold
Jorgelina Rimoldi Puig;F;28;155;123,4588667;Argentina;Hockey;Hockey Women's Hockey;Silver
Stphane Risacher;M;28;202;211,6437715;France;Basketball;Basketball Men's Basketball;Silver
Lzaro Rivas Scull;M;25;155;121,2542441;Cuba;Wrestling;Wrestling Men's Bantamweight, Greco-Roman;Silver
Shirley Ann Robertson (-Boag);F;32;169;145,5050929;Great Britain;Sailing;Sailing Women's One Person Dinghy;Gold
Emma Robinson;F;28;183;154,3235834;Canada;Rowing;Rowing Women's Coxed Eights;Bronze
Melanie Jane Roche;F;29;165;138,8912251;Australia;Softball;Softball Women's Softball;Bronze
Alexis Rodrguez Valera;M;22;198;264,5547144;Cuba;Wrestling;Wrestling Men's Super-Heavyweight, Freestyle;Bronze
Maels Rodrguez Corrales;M;20;180;176,3698096;Cuba;Baseball;Baseball Men's Baseball;Silver
"Mara Cecilia ""Ceci"" Rognoni Potocki";F;23;167;127,868112;Argentina;Hockey;Hockey Women's Hockey;Silver
Ibrahim Rojas Blanco;M;24;168;158,7328286;Cuba;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Silver
Mauricio Javier Rojas Toro;M;22;;;Chile;Football;Football Men's Football;Bronze
Marianne Rokne;F;22;178;160,9374513;Norway;Handball;Handball Women's Handball;Bronze
Jean-Christophe Andr Jrme Rolland;M;32;190;198,4160358;France;Rowing;Rowing Men's Coxless Pairs;Gold
Diana Romagnoli (-Takouk);F;23;187;149,9143382;Switzerland;Fencing;Fencing Women's epee, Team;Silver
Maikro Eusebio Romero Esquivel;M;27;165;105,8218858;Cuba;Boxing;Boxing Men's Light-Flyweight;Bronze
Yoel Romero Palacios;M;23;175;185,1883001;Cuba;Wrestling;Wrestling Men's Light-Heavyweight, Freestyle;Silver
