Names;Gender;Age;Height (cm);Weight (lbs);Team;Sport;Event;Medal
Trent Carl Wayne Oeltjen;M;21;188;194,0067906;Australia;Baseball;Baseball Men's Baseball;Silver
Stuart Peter O'Grady;M;31;177;156,528206;Australia;Cycling;Cycling Men's Madison;Gold
Michihiro Ogasawara;M;30;178;178,5744322;Japan;Baseball;Baseball Men's Baseball;Bronze
"Charles S. ""Charlie"" Ogletree";M;36;175;154,3235834;United States;Sailing;Sailing Mixed Multihull;Silver
Oh Seong-Ok;F;31;171;141,0958477;South Korea;Handball;Handball Women's Handball;Silver
Oh Yeong-Ran;F;31;171;160,9374513;South Korea;Handball;Handball Women's Handball;Silver
Katerina Oikonomopoulou;F;26;180;132,2773572;Greece;Water Polo;Water Polo Women's Water Polo;Silver
"Chukwuemeka Noubuisi ""Emeka"" Okafor";M;21;205;253,5316013;United States;Basketball;Basketball Men's Basketball;Bronze
Yoshihiro Okumura;M;21;182;165,3466965;Japan;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Bronze
Elisabeta Oleniuc-Lip;F;39;183;176,3698096;Romania;Rowing;Rowing Women's Coxed Eights;Gold
Joachim Brchner Olsen;M;27;184;313,056412;Denmark;Athletics;Athletics Men's Shot Put;Silver
John Christian Bert Olsson;M;24;192;160,9374513;Sweden;Athletics;Athletics Men's Triple Jump;Gold
Navina Omilade (-Keller);F;22;176;138,8912251;Germany;Football;Football Women's Football;Bronze
Vanina Paula Oneto;F;31;164;145,5050929;Argentina;Hockey;Hockey Women's Hockey;Bronze
Maksim Aleksandrovich Opalev;M;25;184;205,0299037;Russia;Canoeing;Canoeing Men's Canadian Singles, 500 metres;Bronze
Britta Oppelt;F;26;172;152,1189608;Germany;Rowing;Rowing Women's Double Sculls;Silver
Marian Oprea;M;22;191;187,3929227;Romania;Athletics;Athletics Men's Triple Jump;Silver
Heather Ann OReilly (-Werry);F;19;165;132,2773572;United States;Football;Football Women's Football;Gold
Mark Sebastian Clive Ormrod;M;21;185;160,9374513;Australia;Athletics;Athletics Men's 4 x 400 metres Relay;Silver
Yaima Ortz Charro;F;22;181;158,7328286;Cuba;Volleyball;Volleyball Women's Volleyball;Bronze
Markus Tobias Oscarsson;M;27;184;189,5975453;Sweden;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Gold
Irina Viktorovna Osipova (-Minayeva);F;23;187;158,7328286;Russia;Basketball;Basketball Women's Basketball;Bronze
"Catherine Leigh ""Cat"" Osterman";F;21;188;174,165187;United States;Softball;Softball Women's Softball;Gold
Inna Volodymyrivna Osypenko-Radomska;F;21;166;138,8912251;Ukraine;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Christina Brregaard Otzen;F;28;168;136,6866024;Denmark;Sailing;Sailing Women's Three Person Keelboat;Bronze
Wayne Daniel Ough;M;25;190;209,4391489;Australia;Baseball;Baseball Men's Baseball;Silver
Olena Anatolivna Ovcharova-Krasovska;F;27;176;136,6866024;Ukraine;Athletics;Athletics Women's 100 metres Hurdles;Silver
Chris Andrew Oxspring;M;27;184;180,7790548;Australia;Baseball;Baseball Men's Baseball;Silver
Mehmet zal;M;30;180;211,6437715;Turkey;Wrestling;Wrestling Men's Heavyweight, Greco-Roman;Bronze
Yuliya Vladimirovna Pakhalina;F;26;155;103,6172631;Russia;Diving;Diving Women's Springboard;Bronze
Yuliya Vladimirovna Pakhalina;F;26;155;103,6172631;Russia;Diving;Diving Women's Synchronized Springboard;Silver
Adiel Palma Lpez;M;33;190;169,7559417;Cuba;Baseball;Baseball Men's Baseball;Gold
Angelo Palombo;M;22;176;158,7328286;Italy;Football;Football Men's Football;Bronze
Pang Jiaying;F;19;178;141,0958477;China;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Samuele Papi;M;31;190;185,1883001;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Ioana Cristina Papuc-Rotaru;F;20;183;174,165187;Romania;Rowing;Rowing Women's Coxed Eights;Gold
Eduardo Paret Prez;M;31;170;176,3698096;Cuba;Baseball;Baseball Men's Baseball;Gold
Park Gyeong-Mo;M;28;185;167,5513191;South Korea;Archery;Archery Men's Team;Gold
Park Seong-Hyeon;F;21;170;158,7328286;South Korea;Archery;Archery Women's Individual;Gold
Park Seong-Hyeon;F;21;170;158,7328286;South Korea;Archery;Archery Women's Team;Gold
"Cynthia Marie ""Cindy"" Parlow";F;26;177;145,5050929;United States;Football;Football Women's Football;Gold
"Stephen Benjamin ""Steve"" Parry";M;27;194;198,4160358;Great Britain;Swimming;Swimming Men's 200 metres Butterfly;Bronze
Gianpiero Pastore;M;28;180;171,9605644;Italy;Fencing;Fencing Men's Sabre, Team;Silver
Aneta Pastuszka-Konieczna;F;26;168;160,9374513;Poland;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Bronze
Carly Rae Patterson (-Caldwell);F;16;152;97,00339528;United States;Gymnastics;Gymnastics Women's Individual All-Around;Gold
Carly Rae Patterson (-Caldwell);F;16;152;97,00339528;United States;Gymnastics;Gymnastics Women's Team All-Around;Silver
Carly Rae Patterson (-Caldwell);F;16;152;97,00339528;United States;Gymnastics;Gymnastics Women's Balance Beam;Silver
Darvis Darell Patton;M;26;183;174,165187;United States;Athletics;Athletics Men's 4 x 100 metres Relay;Silver
Srgio Miguel Moreira Paulinho;M;24;172;145,5050929;Portugal;Cycling;Cycling Men's Road Race, Individual;Silver
Anna Anatolyevna Pavlova;F;16;152;94,79877266;Russia;Gymnastics;Gymnastics Women's Team All-Around;Bronze
Anna Anatolyevna Pavlova;F;16;152;94,79877266;Russia;Gymnastics;Gymnastics Women's Horse Vault;Bronze
Christie Patricia Pearce-Rampone;F;29;168;141,0958477;United States;Football;Football Women's Football;Gold
Todd Robert Pearson;M;26;189;185,1883001;Australia;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Silver
"James A. ""Jimmy"" Pedro";M;33;175;160,9374513;United States;Judo;Judo Men's Lightweight;Bronze
Aaron Wells Peirsol;M;21;191;200,6206584;United States;Swimming;Swimming Men's 100 metres Backstroke;Gold
Aaron Wells Peirsol;M;21;191;200,6206584;United States;Swimming;Swimming Men's 200 metres Backstroke;Gold
Aaron Wells Peirsol;M;21;191;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Ivan Pelizzoli;M;23;197;196,2114132;Italy;Football;Football Men's Football;Bronze
Federica Pellegrini;F;16;177;143,3004703;Italy;Swimming;Swimming Women's 200 metres Freestyle;Silver
Matteo Pelliciari;M;25;190;169,7559417;Italy;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze
Giovanni Pellielo;M;34;173;205,0299037;Italy;Shooting;Shooting Men's Trap;Silver
Peng Bo;M;23;165;136,6866024;China;Diving;Diving Men's Springboard;Gold
Indrek Pertelson;M;33;193;246,9177334;Estonia;Judo;Judo Men's Heavyweight;Bronze
Nikolaj Pealov;M;34;167;152,1189608;Croatia;Weightlifting;Weightlifting Men's Lightweight;Bronze
Benot Pierre Peschier;M;24;177;165,3466965;France;Canoeing;Canoeing Men's Kayak Singles, Slalom;Gold
Rodrigo de Paula Pessoa;M;31;177;147,7097155;Brazil;Equestrianism;Equestrianism Mixed Jumping, Individual;Gold
Ariel Osvaldo Pestano Valdes;M;30;175;171,9605644;Cuba;Baseball;Baseball Men's Baseball;Gold
Worapoj Petchkoom;M;23;170;119,0496215;Thailand;Boxing;Boxing Men's Bantamweight;Silver
Klaus-Dieter Petersen;M;35;198;216,0530168;Germany;Handball;Handball Men's Handball;Silver
Rikke Petersen Schmidt;F;29;184;165,3466965;Denmark;Handball;Handball Women's Handball;Gold
Heather Petri;F;26;180;160,9374513;United States;Water Polo;Water Polo Women's Water Polo;Bronze
Roman Ivanovich Petrushenko;M;23;191;200,6206584;Belarus;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Bronze
Stefan Pfannmller;M;23;180;165,3466965;Germany;Canoeing;Canoeing Men's Canadian Singles, Slalom;Bronze
Michael Fred Phelps, II;M;19;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Freestyle;Bronze
Michael Fred Phelps, II;M;19;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Bronze
Michael Fred Phelps, II;M;19;193;200,6206584;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Michael Fred Phelps, II;M;19;193;200,6206584;United States;Swimming;Swimming Men's 100 metres Butterfly;Gold
Michael Fred Phelps, II;M;19;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Butterfly;Gold
Michael Fred Phelps, II;M;19;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Individual Medley;Gold
Michael Fred Phelps, II;M;19;193;200,6206584;United States;Swimming;Swimming Men's 400 metres Individual Medley;Gold
Michael Fred Phelps, II;M;19;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Dwight D. Phillips;M;26;185;160,9374513;United States;Athletics;Athletics Men's Long Jump;Gold
Julien Pillet;M;26;184;165,3466965;France;Fencing;Fencing Men's Sabre, Team;Gold
Matthew Clive Pinsent;M;33;196;238,099243;Great Britain;Rowing;Rowing Men's Coxless Fours;Gold
Giampiero Pinzi;M;23;176;163,1420739;Italy;Football;Football Men's Football;Bronze
Carly Piper (-Ryan);F;20;187;178,5744322;United States;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
Constana Pipot-Burcic;F;33;174;141,0958477;Romania;Rowing;Rowing Women's Lightweight Double Sculls;Gold
Damiano Pippi;M;32;193;185,1883001;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Andrea Pirlo;M;25;177;149,9143382;Italy;Football;Football Men's Football;Bronze
Gleb Olegovich Pisarevsky;M;28;182;238,099243;Russia;Weightlifting;Weightlifting Men's Heavyweight;Bronze
Christian Planer;M;29;183;176,3698096;Austria;Shooting;Shooting Men's Small-Bore Rifle, Three Positions, 50 metres;Bronze
Yelena Mikhaylovna Plotnikova;F;26;185;160,9374513;Russia;Volleyball;Volleyball Women's Volleyball;Silver
Sarah Poewe;F;21;174;145,5050929;Germany;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Sergey Valentinovich Pogorelov;M;30;197;242,5084882;Russia;Handball;Handball Men's Handball;Bronze
Conny Pohlers;F;25;164;121,2542441;Germany;Football;Football Women's Football;Bronze
Mehmet Aydn Polat;M;27;191;264,5547144;Turkey;Wrestling;Wrestling Men's Super-Heavyweight, Freestyle;Bronze
Anne Poleska (-Urban);F;24;181;138,8912251;Germany;Swimming;Swimming Women's 200 metres Breaststroke;Bronze
Udomporn Polsak;F;22;150;116,8449989;Thailand;Weightlifting;Weightlifting Women's Featherweight;Gold
Sergey Vladimirovich Polyakov;M;36;175;154,3235834;Russia;Shooting;Shooting Men's Rapid-Fire Pistol, 25 metres;Silver
Vasilios Polymeros;M;28;178;158,7328286;Greece;Rowing;Rowing Men's Lightweight Double Sculls;Bronze
Ctlina Ponor;F;16;160;103,6172631;Romania;Gymnastics;Gymnastics Women's Team All-Around;Gold
Ctlina Ponor;F;16;160;103,6172631;Romania;Gymnastics;Gymnastics Women's Floor Exercise;Gold
Ctlina Ponor;F;16;160;103,6172631;Romania;Gymnastics;Gymnastics Women's Balance Beam;Gold
Ilie Daniel Popescu;M;21;168;127,868112;Romania;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Valentina Vadimovna Popova;F;31;164;148,8120269;Russia;Weightlifting;Weightlifting Women's Heavyweight;Bronze
Natalie Porter;F;23;185;200,6206584;Australia;Basketball;Basketball Women's Basketball;Silver
Stacey Porter;F;22;179;187,3929227;Australia;Softball;Softball Women's Softball;Silver
Lorenzo Porzio;M;22;190;198,4160358;Italy;Rowing;Rowing Men's Coxless Fours;Bronze
Yelena Aleksandrovna Posevina;F;18;176;123,4588667;Russia;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Gold
Vra Pospilov-Cechlov;F;25;176;169,7559417;Czech Republic;Athletics;Athletics Women's Discus Throw;Bronze
Camelia Alina Potec;F;22;178;143,3004703;Romania;Swimming;Swimming Women's 200 metres Freestyle;Gold
Alicia Poto;F;26;166;141,0958477;Australia;Basketball;Basketball Women's Basketball;Silver
Dan Nicolae Potra;M;26;173;147,7097155;Romania;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Aleksandr Vladimirovich Povetkin;M;24;188;216,0530168;Russia;Boxing;Boxing Men's Super-Heavyweight;Gold
Stanislav Alekseyevich Pozdnyakov;M;30;178;171,9605644;Russia;Fencing;Fencing Men's Sabre, Team;Bronze
Vyacheslav Vladimirovich Pozdnyakov;M;26;181;169,7559417;Russia;Fencing;Fencing Men's Foil, Team;Bronze
Gianmarco Pozzecco;M;31;180;163,1420739;Italy;Basketball;Basketball Men's Basketball;Silver
Suriya Prasathinphimai;M;24;175;165,3466965;Thailand;Boxing;Boxing Men's Middleweight;Bronze
Marie-Hlne Prmont;F;26;160;123,4588667;Canada;Cycling;Cycling Women's Mountainbike, Cross-Country;Silver
"Delma ""Pretinha"" Gonalves";F;29;157;116,8449989;Brazil;Football;Football Women's Football;Silver
Birgit Prinz;F;26;179;163,1420739;Germany;Football;Football Women's Football;Bronze
Qin Dongya;F;24;172;154,3235834;China;Judo;Judo Women's Middleweight;Bronze
Yandro Miguel Quintana Rivalta;M;24;162;132,2773572;Cuba;Wrestling;Wrestling Men's Lightweight, Freestyle;Gold
Mara Quintanal Zubizarreta;F;34;155;136,6866024;Spain;Shooting;Shooting Women's Trap;Silver
Olena Viktorivna Radchenko;F;31;175;147,7097155;Ukraine;Handball;Handball Women's Handball;Bronze
Nikola Radulovic;M;31;207;227,0761299;Italy;Basketball;Basketball Men's Basketball;Silver
Nunzia Cinzia Ragusa;F;27;179;154,3235834;Italy;Water Polo;Water Polo Women's Water Polo;Gold
"Rustamhodza ""Rustam"" Rahimov";M;29;169;119,0496215;Germany;Boxing;Boxing Men's Flyweight;Bronze
Oksana Mykolavna Raikhel;F;27;162;134,4819798;Ukraine;Handball;Handball Women's Handball;Bronze
Oksana Yevgenyevna Rakhmatulina (Anufrieva-);F;27;180;138,8912251;Russia;Basketball;Basketball Women's Basketball;Bronze
Pascal Rambeau;M;32;194;220,462262;France;Sailing;Sailing Men's Two Person Keelboat;Bronze
Ignacio Rambla Algarn;M;40;178;165,3466965;Spain;Equestrianism;Equestrianism Mixed Dressage, Team;Silver
Alexei Ramrez Rodrguez;M;22;186;165,3466965;Cuba;Baseball;Baseball Men's Baseball;Gold
Daim D. Ramrez Echevarra;F;20;176;147,7097155;Cuba;Volleyball;Volleyball Women's Volleyball;Bronze
Christian Ramota;M;31;200;220,462262;Germany;Handball;Handball Men's Handball;Silver
Kristina Rangelova;F;19;174;121,2542441;Bulgaria;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Bronze
Aleksey Petrovich Rastvortsev;M;26;200;262,3500918;Russia;Handball;Handball Men's Handball;Bronze
Rajyavardhan Singh Rathore;M;34;188;187,3929227;India;Shooting;Shooting Men's Double Trap;Silver
Ronald Rauhe;M;22;179;180,7790548;Germany;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Gold
Ihor Anatoliyovych Razoronov;M;34;181;231,4853751;Ukraine;Weightlifting;Weightlifting Men's Heavyweight;Silver
Jason Read;M;26;185;182,9836775;United States;Rowing;Rowing Men's Coxed Eights;Gold
Rob Reckers;M;22;189;165,3466965;Netherlands;Hockey;Hockey Men's Hockey;Silver
"Catherine Anne ""Cat"" Reddick (-Whitehill)";F;22;170;149,9143382;United States;Football;Football Women's Football;Gold
Helen Reeves;F;23;173;123,4588667;Great Britain;Canoeing;Canoeing Women's Kayak Singles, Slalom;Bronze
Daniela Reimer;F;21;170;130,0727346;Germany;Rowing;Rowing Women's Lightweight Double Sculls;Silver
Sascha Reinelt;M;31;179;167,5513191;Germany;Hockey;Hockey Men's Hockey;Bronze
Andrey Mikhaylovich Rekechinsky;M;23;190;240,3038656;Russia;Water Polo;Water Polo Men's Water Polo;Bronze
Stuart Reside;M;25;193;198,4160358;Australia;Rowing;Rowing Men's Coxed Eights;Bronze
Hossein Reza Zadeh;M;26;185;341,7165061;Iran;Weightlifting;Weightlifting Men's Super-Heavyweight;Gold
Ali Reza Rezaei;M;28;182;264,5547144;Iran;Wrestling;Wrestling Men's Super-Heavyweight, Freestyle;Silver
"Kimberly Susan ""Kim"" Rhode (-Harryman)";F;25;163;180,7790548;United States;Shooting;Shooting Women's Double Trap;Gold
Ri Song-Hui;F;25;152;122,3565554;North Korea;Weightlifting;Weightlifting Women's Lightweight;Silver
"Ricardo ""Ricardinho"" Bermudez Garcia";M;28;191;198,4160358;Brazil;Volleyball;Volleyball Men's Volleyball;Gold
Ricardo Alex Costa Santos;M;29;200;224,8715072;Brazil-1;Beach Volleyball;Beach Volleyball Men's Beach Volleyball;Gold
"Alexandra Angela ""Sandie"" Richards";F;35;175;147,7097155;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Sanya Richards-Ross;F;19;173;136,6866024;United States;Athletics;Athletics Women's 4 x 400 metres Relay;Gold
Sven Riederer;M;23;182;152,1189608;Switzerland;Triathlon;Triathlon Men's Olympic Distance;Bronze
"Alessandro ""Alex"" Righetti";M;26;200;216,0530168;Italy;Basketball;Basketball Men's Basketball;Silver
Guillermo Rigondeaux Ortz;M;23;166;119,0496215;Cuba;Boxing;Boxing Men's Bantamweight;Gold
Ruth Ellen Riley;F;24;195;194,0067906;United States;Basketball;Basketball Women's Basketball;Gold
Fanny Rinne;F;24;178;141,0958477;Germany;Hockey;Hockey Women's Hockey;Gold
Bruno Risi;M;35;172;152,1189608;Switzerland;Cycling;Cycling Men's Madison;Silver
Michal Riszdorfer;M;27;176;174,165187;Slovakia;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Bronze
Richard Riszdorfer;M;23;181;196,2114132;Slovakia;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Bronze
Luke Justin Roberts;M;27;181;156,528206;Australia;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Gold
Nathan James Robertson;M;27;187;180,7790548;Great Britain-1;Badminton;Badminton Mixed Doubles;Silver
Shirley Ann Robertson (-Boag);F;36;169;145,5050929;Great Britain;Sailing;Sailing Women's Three Person Keelboat;Gold
Clint David Robinson;M;32;189;200,6206584;Australia;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Silver
Moushaumi Robinson;F;23;170;130,0727346;United States;Athletics;Athletics Women's 4 x 400 metres Relay;Gold
Melanie Jane Roche;F;33;165;138,8912251;Australia;Softball;Softball Women's Softball;Silver
Andrew Rock;M;22;185;174,165187;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
Marion Rodewald;F;27;164;119,0496215;Germany;Hockey;Hockey Women's Hockey;Gold
"Rodrigo ""Rodrigo"" Santana";M;25;205;187,3929227;Brazil;Volleyball;Volleyball Men's Volleyball;Gold
Clemente Juan Rodrguez;M;23;166;145,5050929;Argentina;Football;Football Men's Football;Gold
Juan Miguel Rodrguez Martnez;M;37;183;189,5975453;Cuba;Shooting;Shooting Men's Skeet;Bronze
Markus Antonius Rogan;M;22;195;205,0299037;Austria;Swimming;Swimming Men's 100 metres Backstroke;Silver
Markus Antonius Rogan;M;22;195;205,0299037;Austria;Swimming;Swimming Men's 200 metres Backstroke;Silver
Michael Rogers;M;24;185;163,1420739;Australia;Cycling;Cycling Men's Individual Time Trial;Bronze
"Nicholas Robert ""Nick"" Rogers";M;27;173;132,2773572;Great Britain;Sailing;Sailing Men's Two Person Dinghy;Silver
"Mara Cecilia ""Ceci"" Rognoni Potocki";F;27;167;127,868112;Argentina;Hockey;Hockey Women's Hockey;Bronze
Anna Rogowska;F;23;171;121,2542441;Poland;Athletics;Athletics Women's Pole Vault;Bronze
Xavier Charles Ren Rohart;M;36;188;220,462262;France;Sailing;Sailing Men's Two Person Keelboat;Bronze
Ibrahim Rojas Blanco;M;28;168;158,7328286;Cuba;Canoeing;Canoeing Men's Canadian Doubles, 500 metres;Silver
Rodolfo Rombaldoni;M;27;193;187,3929227;Italy;Basketball;Basketball Men's Basketball;Silver
Rebecca Jayne Romero;F;24;182;160,9374513;Great Britain;Rowing;Rowing Women's Quadruple Sculls;Silver
Brett Nicholas Roneberg;M;25;185;205,0299037;Australia;Baseball;Baseball Men's Baseball;Silver
Giaan Leigh Rooney;F;21;175;138,8912251;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Mauro Damin Rosales;M;23;171;149,9143382;Argentina;Football;Football Men's Football;Gold
Rosana dos Santos Augusto;F;22;173;141,0958477;Brazil;Football;Football Women's Football;Silver
Roseli de Belo;F;34;156;123,4588667;Brazil;Football;Football Women's Football;Silver
Massimiliano Edgar Rosolino;M;26;192;194,0067906;Italy;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze
Antonio Rossi;M;35;186;185,1883001;Italy;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Silver
Monica Rou;F;17;153;97,00339528;Romania;Gymnastics;Gymnastics Women's Team All-Around;Gold
Monica Rou;F;17;153;97,00339528;Romania;Gymnastics;Gymnastics Women's Horse Vault;Gold
Silke Rottenberg;F;32;174;158,7328286;Germany;Football;Football Women's Football;Bronze
Antigoni Roumbesi;F;21;177;176,3698096;Greece;Water Polo;Water Polo Women's Water Polo;Silver
Ryan Benjamin Rowland Smith;M;21;190;238,099243;Australia;Baseball;Baseball Men's Baseball;Silver
"Virginia ""Vivi"" Ruano Pascual";F;30;164;132,2773572;Spain-2;Tennis;Tennis Women's Doubles;Silver
