Name;Sex;Age_year;Height_cm;Weight_lbs;Country;Sport;Event;Medal
Eva Calvo Gmez;F;25;176;125,6634893;Spain;Taekwondo;Taekwondo Women's Featherweight;Silver
"Asuka Antonio ""Aska"" Cambridge";M;23;179;163,1420739;Japan;Athletics;Athletics Men's 4 x 100 metres Relay;Silver
Bronte Campbell;F;22;179;127,868112;Australia;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Gold
Cate Natalie Campbell;F;24;186;147,7097155;Australia;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Gold
Cate Natalie Campbell;F;24;186;147,7097155;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Silver
Veronica Angella Campbell-Brown;F;34;168;127,868112;Jamaica;Athletics;Athletics Women's 4 x 100 metres Relay;Silver
Niccol Campriani;M;28;177;176,3698096;Italy;Shooting;Shooting Men's Air Rifle, 10 metres;Gold
Niccol Campriani;M;28;177;176,3698096;Italy;Shooting;Shooting Men's Small-Bore Rifle, Three Positions, 50 metres;Gold
Fabian Cancellara;M;35;186;178,5744322;Switzerland;Cycling;Cycling Men's Individual Time Trial;Gold
Cao Yuan;M;21;160;92,59415004;China;Diving;Diving Men's Springboard;Gold
Cao Yuan;M;21;160;92,59415004;China;Diving;Diving Men's Synchronized Springboard;Bronze
"Jazmin Roxy ""Jazz"" Carlin";F;25;175;125,6634893;Great Britain;Swimming;Swimming Women's 400 metres Freestyle;Silver
"Jazmin Roxy ""Jazz"" Carlin";F;25;175;125,6634893;Great Britain;Swimming;Swimming Women's 800 metres Freestyle;Silver
Olivia Frances Carnegie-Brown;F;25;181;160,9374513;Great Britain;Rowing;Rowing Women's Coxed Eights;Silver
Cecilia Carranza Saroli;F;29;164;138,8912251;Argentina;Sailing;Sailing Mixed Multihull;Gold
Lisa Carrington;F;27;168;138,8912251;New Zealand;Canoeing;Canoeing Women's Kayak Singles, 200 metres;Gold
Lisa Carrington;F;27;168;138,8912251;New Zealand;Canoeing;Canoeing Women's Kayak Singles, 500 metres;Bronze
Michelle Denee Carter;F;30;176;299,8286763;United States;Athletics;Athletics Women's Shot Put;Gold
Charlotte Caslick;F;21;172;143,3004703;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Matteo Castaldo;M;30;188;189,5975453;Italy;Rowing;Rowing Men's Coxless Fours;Bronze
Kristi Castlin;F;28;170;132,2773572;United States;Athletics;Athletics Women's 100 metres Hurdles;Bronze
Tamika Devonne Catchings;F;37;185;169,7559417;United States;Basketball;Basketball Women's Basketball;Gold
Kelly Catlin;F;20;168;138,8912251;United States;Cycling;Cycling Women's Team Pursuit;Silver
Mark Simon Cavendish;M;31;175;154,3235834;Great Britain;Cycling;Cycling Men's Omnium;Silver
Saa ao;F;27;178;158,7328286;Serbia;Basketball;Basketball Women's Basketball;Bronze
"Matthew Gerald ""Matt"" Centrowitz, Jr.";M;26;176;143,3004703;United States;Athletics;Athletics Men's 1,500 metres;Gold
Davit Gochayevich Chakvetadze;M;23;174;187,3929227;Russia;Wrestling;Wrestling Men's Light-Heavyweight, Greco-Roman;Gold
Kyle Chalmers;M;18;193;198,4160358;Australia;Swimming;Swimming Men's 100 metres Freestyle;Gold
Kyle Chalmers;M;18;193;198,4160358;Australia;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Bronze
Kyle Chalmers;M;18;193;198,4160358;Australia;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Bronze
Frank Chamizo Marquez;M;24;172;143,3004703;Italy;Wrestling;Wrestling Men's Welterweight, Freestyle;Bronze
Miles Cleveland Chamley-Watson;M;26;193;176,3698096;United States;Fencing;Fencing Men's Foil, Team;Bronze
Chan Peng Soon;M;28;175;149,9143382;Malaysia;Badminton;Badminton Mixed Doubles;Silver
Chang Hye-Jin;F;29;158;110,231131;South Korea;Archery;Archery Women's Individual;Gold
Chang Hye-Jin;F;29;158;110,231131;South Korea;Archery;Archery Women's Team;Gold
Allysha Chapman;F;27;160;123,4588667;Canada;Football;Football Women's Football;Bronze
Tina Alexandria Charles;F;27;193;194,0067906;United States;Basketball;Basketball Women's Basketball;Gold
Cdric Charlier;M;28;181;178,5744322;Belgium;Hockey;Hockey Men's Hockey;Silver
Yuriy Volodymyrovych Cheban;M;30;185;205,0299037;Ukraine;Canoeing;Canoeing Men's Canadian Singles, 200 metres;Gold
Paul Kipkemboi Chelimo;M;25;175;125,6634893;United States;Athletics;Athletics Men's 5,000 metres;Silver
Chen Aisen;M;20;168;132,2773572;China;Diving;Diving Men's Platform;Gold
Chen Aisen;M;20;168;132,2773572;China;Diving;Diving Men's Synchronized Platform;Gold
Chen Long;M;27;188;178,5744322;China;Badminton;Badminton Men's Singles;Gold
Chen Peina;F;27;172;138,8912251;China;Sailing;Sailing Women's Windsurfer;Silver
Chen Ruolin;F;23;160;103,6172631;China;Diving;Diving Women's Synchronized Platform;Gold
Cheng Xunzhao;M;25;185;198,4160358;China;Judo;Judo Men's Middleweight;Bronze
Cheong Jun Hoong;F;26;150;105,8218858;Malaysia;Diving;Diving Women's Synchronized Platform;Silver
Aleksey Borisovich Cheremisinov;M;31;183;165,3466965;Russia;Fencing;Fencing Men's Foil, Team;Gold
Emilee Cherry;F;23;168;154,3235834;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Vivian Jepkemoi Cheruiyot;F;32;153;88,1849048;Kenya;Athletics;Athletics Women's 5,000 metres;Gold
Vivian Jepkemoi Cheruiyot;F;32;153;88,1849048;Kenya;Athletics;Athletics Women's 10,000 metres;Silver
Vlada Aleksandrovna Chigiryova;F;21;162;101,4126405;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Eilidh Child-Doyle;F;29;170;132,2773572;Great Britain;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Choe Hyo-Sim;F;22;159;138,8912251;North Korea;Weightlifting;Weightlifting Women's Middleweight;Silver
Choi Mi-Sun;F;20;168;116,8449989;South Korea;Archery;Archery Women's Team;Gold
Maialen Chourraut Yurramendi;F;33;161;121,2542441;Spain;Canoeing;Canoeing Women's Kayak Singles, Slalom;Gold
Micah Makanamaikalani Christenson;M;23;198;189,5975453;United States;Volleyball;Volleyball Men's Volleyball;Bronze
Mads Christiansen;M;30;197;205,0299037;Denmark;Handball;Handball Men's Handball;Gold
Max Christiansen;M;19;187;185,1883001;Germany;Football;Football Men's Football;Silver
Anton Mikhaylovich Chupkov;M;19;188;156,528206;Russia;Swimming;Swimming Men's 200 metres Breaststroke;Bronze
Monika Ciaciuch;F;24;182;163,1420739;Poland;Rowing;Rowing Women's Quadruple Sculls;Bronze
Cheick Sallah Ciss Junior;M;22;186;176,3698096;Cote d'Ivoire;Taekwondo;Taekwondo Men's Welterweight;Gold
Souleymane Diop Cissokho;M;25;179;152,1189608;France;Boxing;Boxing Men's Welterweight;Bronze
"Edward ""Ed"" Clancy";M;31;185;174,165187;Great Britain;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Gold
"Caroline Archer ""KK"" Clark";F;26;188;158,7328286;United States;Water Polo;Water Polo Women's Water Polo;Gold
Saskia Clark;F;36;176;149,9143382;Great Britain;Sailing;Sailing Women's Two Person Dinghy;Gold
"Joseph ""Joe"" Clarke";M;23;182;167,5513191;Great Britain;Canoeing;Canoeing Men's Kayak Singles, Slalom;Gold
Vctor Claver Arocas;M;27;206;235,8946203;Spain;Basketball;Basketball Men's Basketball;Bronze
"William Bundu ""Will"" Claye";M;25;181;158,7328286;United States;Athletics;Athletics Men's Triple Jump;Silver
Kerron Stephon Clement;M;30;188;189,5975453;United States;Athletics;Athletics Men's 400 metres Hurdles;Gold
Kyle Clemons;M;25;180;163,1420739;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
lodie Pascaline Clouvel;F;27;182;152,1189608;France;Modern Pentathlon;Modern Pentathlon Women's Individual;Silver
Emma Jane Coburn;F;25;173;119,0496215;United States;Athletics;Athletics Women's 3,000 metres Steeplechase;Bronze
Corey Cogdell-Unrein;F;29;173;154,3235834;United States;Shooting;Shooting Women's Trap;Bronze
Roxana Gabriela Cogianu;F;29;180;158,7328286;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Adelina Maria Cojocariu-Bogus;F;27;186;165,3466965;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Massimo Colaci;M;31;180;165,3466965;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Thibault Colard;M;24;187;154,3235834;France;Rowing;Rowing Men's Lightweight Coxless Fours;Bronze
Carlos Coloma Nicols;M;34;171;143,3004703;Spain;Cycling;Cycling Men's Mountainbike, Cross-Country;Bronze
Robson Donato Conceio;M;27;171;125,6634893;Brazil;Boxing;Boxing Men's Lightweight;Gold
"John ""Jack"" Conger";M;21;193;176,3698096;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Sally Conway;F;29;167;154,3235834;Great Britain;Judo;Judo Women's Middleweight;Bronze
Tamsin Cook;F;17;170;134,4819798;Australia;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Yasmani Copello Escobar;M;29;191;187,3929227;Turkey;Athletics;Athletics Men's 400 metres Hurdles;Bronze
Kevin Cordes;M;22;196;194,0067906;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Tanguy Cosyns;M;25;174;154,3235834;Belgium;Hockey;Hockey Men's Hockey;Silver
Aleksandra Cotti;F;27;167;143,3004703;Italy;Water Polo;Water Polo Women's Water Polo;Silver
DeMarcus Amir Cousins;M;25;210;268,9639596;United States;Basketball;Basketball Men's Basketball;Gold
J'den Michael Tbory Cox;M;21;180;189,5975453;United States;Wrestling;Wrestling Men's Light-Heavyweight, Freestyle;Bronze
"Kameryn Louise ""Kami"" Craig";F;29;181;194,0067906;United States;Water Polo;Water Polo Women's Water Polo;Gold
Sal Craviotto Rivero;M;31;192;216,0530168;Spain;Canoeing;Canoeing Men's Kayak Singles, 200 metres;Bronze
Sal Craviotto Rivero;M;31;192;216,0530168;Spain;Canoeing;Canoeing Men's Kayak Doubles, 200 metres;Gold
"Samuel Thomas ""Sam"" Cross";M;23;191;227,0761299;Great Britain;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Silver
Ryan Crouser;M;23;201;275,5778275;United States;Athletics;Athletics Men's Shot Put;Gold
"Kimberley ""Kim"" Crow-Brennan";F;30;188;163,1420739;Australia;Rowing;Rowing Women's Single Sculls;Gold
Anna Cruz Lebrato;F;29;176;132,2773572;Spain;Basketball;Basketball Women's Basketball;Silver
Aleksandra Crvendaki;F;20;187;167,5513191;Serbia;Basketball;Basketball Women's Basketball;Bronze
Lszl Cseh, Jr.;M;30;188;182,9836775;Hungary;Swimming;Swimming Men's 100 metres Butterfly;Silver
Tamara Csipes;F;26;176;171,9605644;Hungary;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Gold
Milo uk;M;25;191;200,6206584;Serbia;Water Polo;Water Polo Men's Water Polo;Gold
Chay Crista Kerio Cullen;F;30;182;163,1420739;Great Britain;Hockey;Hockey Women's Hockey;Gold
Rsul unayev;M;25;171;145,5050929;Azerbaijan;Wrestling;Wrestling Men's Welterweight, Greco-Roman;Bronze
Michal D'Almeida;M;28;176;176,3698096;France;Cycling;Cycling Men's Team Sprint;Bronze
Sabrina D'Angelo;F;23;173;156,528206;Canada;Football;Football Women's Football;Bronze
Mayra Aguiar da Silva;F;25;177;171,9605644;Brazil;Judo;Judo Women's Half-Heavyweight;Bronze
Rafael Carlos da Silva;M;29;203;352,7396192;Brazil;Judo;Judo Men's Heavyweight;Bronze
Ana Dabovi;F;26;183;154,3235834;Serbia;Basketball;Basketball Women's Basketball;Bronze
Milica Dabovi;F;34;173;138,8912251;Serbia;Basketball;Basketball Women's Basketball;Bronze
Sara Ilonka Dbritz;F;21;171;130,0727346;Germany;Football;Football Women's Football;Gold
Lisa Karolina Viktoria Dahlkvist;F;29;173;145,5050929;Sweden;Football;Football Women's Football;Silver
Ro Masivesi Dakuwaqa;M;22;190;231,4853751;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
"Thomas Robert ""Tom"" Daley";M;22;177;163,1420739;Great Britain;Diving;Diving Men's Synchronized Platform;Bronze
Francesca Dallap;F;30;163;125,6634893;Italy;Diving;Diving Women's Synchronized Springboard;Silver
Chloe Elysha Dalton;F;23;180;158,7328286;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Blandine Dancette;F;28;169;132,2773572;France;Handball;Handball Women's Handball;Silver
Emmanuel Shinkut Daniel;M;22;174;194,0067906;Nigeria;Football;Football Men's Football;Bronze
"Alexandra Mary L. ""Alex"" Danson";F;31;167;123,4588667;Great Britain;Hockey;Hockey Women's Hockey;Gold
Hannah Darling;F;20;174;158,7328286;Canada;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Bronze
Lisa Darmanin;F;24;168;143,3004703;Australia;Sailing;Sailing Mixed Multihull;Silver
Tuyana Norpolovna Dashidorzhiyeva;F;20;169;125,6634893;Russia;Archery;Archery Women's Team;Silver
James Davies;M;25;181;216,0530168;Great Britain;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Silver
Lucy Davis;F;23;165;121,2542441;United States;Equestrianism;Equestrianism Mixed Jumping, Team;Silver
Edward James Eddie Dawkins;M;27;185;205,0299037;New Zealand;Cycling;Cycling Men's Team Sprint;Silver
Christine Day;F;29;168;112,4357536;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Silver
Eva Roma Maria de Goede;F;27;170;134,4819798;Netherlands;Hockey;Hockey Women's Hockey;Silver
Andre De Grasse;M;21;176;154,3235834;Canada;Athletics;Athletics Men's 100 metres;Bronze
Andre De Grasse;M;21;176;154,3235834;Canada;Athletics;Athletics Men's 200 metres;Silver
Andre De Grasse;M;21;176;154,3235834;Canada;Athletics;Athletics Men's 4 x 100 metres Relay;Bronze
Juan Leon de Jongh;M;28;175;191,8021679;South Africa;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Bronze
Zoe Michaela  de Toledo;F;29;172;127,868112;Great Britain;Rowing;Rowing Women's Coxed Eights;Silver
Xan de Waard;F;20;163;121,2542441;Netherlands;Hockey;Hockey Women's Hockey;Silver
Hlne Defrance;F;29;179;145,5050929;France;Sailing;Sailing Women's Two Person Dinghy;Bronze
Marco Del Lungo;M;26;190;213,8483941;Italy;Water Polo;Water Polo Men's Water Polo;Bronze
Juan Martn del Potro;M;27;198;213,8483941;Argentina;Tennis;Tennis Men's Singles;Silver
Elena Delle Donne;F;26;195;189,5975453;United States;Basketball;Basketball Women's Basketball;Gold
Siraba Dembl;F;30;172;141,0958477;France;Handball;Handball Women's Handball;Silver
Mirela Krasimirova Demireva;F;26;180;127,868112;Bulgaria;Athletics;Athletics Women's High Jump;Silver
Soner Demirta;M;25;170;163,1420739;Turkey;Wrestling;Wrestling Men's Middleweight, Freestyle;Bronze
"Nicholas Charles ""Nick"" Dempsey";M;35;180;156,528206;Great Britain;Sailing;Sailing Men's Windsurfer;Silver
Valentin Demyanenko;M;32;193;205,0299037;Azerbaijan;Canoeing;Canoeing Men's Canadian Singles, 200 metres;Silver
Felix Denayer;M;26;190;187,3929227;Belgium;Hockey;Hockey Men's Hockey;Silver
Deng Shudi;M;24;163;127,868112;China;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Deng Wei;F;23;159;138,8912251;China;Weightlifting;Weightlifting Women's Middleweight;Gold
Aleksey Alekseyevich Denisenko;M;22;185;149,9143382;Russia;Taekwondo;Taekwondo Men's Featherweight;Silver
Inna Vasilyevna Deriglazova;F;26;173;134,4819798;Russia;Fencing;Fencing Women's Foil, Individual;Gold
DeMar Darnell DeRozan;M;26;201;218,2576394;United States;Basketball;Basketball Men's Basketball;Gold
Gabriele Detti;M;21;184;174,165187;Italy;Swimming;Swimming Men's 400 metres Freestyle;Bronze
Gabriele Detti;M;21;184;174,165187;Italy;Swimming;Swimming Men's 1,500 metres Freestyle;Bronze
Daniel Deuer;M;34;190;167,5513191;Germany;Equestrianism;Equestrianism Mixed Jumping, Team;Bronze
Jolien D'hoore;F;26;176;141,0958477;Belgium;Cycling;Cycling Women's Omnium;Bronze
Marco Di Costanzo;M;24;184;191,8021679;Italy;Rowing;Rowing Men's Coxless Pairs;Bronze
Elisa Di Francisca;F;33;177;143,3004703;Italy;Fencing;Fencing Women's Foil, Individual;Silver
Francesco Di Fulvio;M;22;190;194,0067906;Italy;Water Polo;Water Polo Men's Water Polo;Bronze
Tania Di Mario;F;37;168;136,6866024;Italy;Water Polo;Water Polo Women's Water Polo;Silver
Emily Jane Diamond;F;25;173;127,868112;Great Britain;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Hidilyn Diaz;F;25;149;116,8449989;Philippines;Weightlifting;Weightlifting Women's Featherweight;Silver
Genzebe Dibaba Keneni;F;25;168;114,6403762;Ethiopia;Athletics;Athletics Women's 1,500 metres;Silver
Mare Dibaba Hurssa (-Ibrahimova-);F;26;156;99,2080179;Ethiopia;Athletics;Athletics Women's Marathon;Bronze
Tirunesh Dibaba Keneni;F;31;166;110,231131;Ethiopia;Athletics;Athletics Women's 10,000 metres;Bronze
Aurimas Didbalis;M;25;172;207,2345263;Lithuania;Weightlifting;Weightlifting Men's Middle-Heavyweight;Bronze
Heidi Diethelm Gerber;F;47;168;205,0299037;Switzerland;Shooting;Shooting Women's Sporting Pistol, 25 metres;Bronze
Tina Dietze;F;28;172;149,9143382;Germany;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Silver
Tina Dietze;F;28;172;149,9143382;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Silver
Ding Ning;F;26;171;138,8912251;China;Table Tennis;Table Tennis Women's Singles;Gold
Ding Ning;F;26;171;138,8912251;China;Table Tennis;Table Tennis Women's Team;Gold
Ding Xia;F;26;180;147,7097155;China;Volleyball;Volleyball Women's Volleyball;Gold
Loredana Dinu (Iordchioiu-);F;32;168;132,2773572;Romania;Fencing;Fencing Women's epee, Team;Gold
Adrien Dipanda;M;28;202;231,4853751;France;Handball;Handball Men's Handball;Silver
"Madeline Jane ""Maya"" DiRado";F;23;175;143,3004703;United States;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
"Madeline Jane ""Maya"" DiRado";F;23;175;143,3004703;United States;Swimming;Swimming Women's 200 metres Backstroke;Gold
"Madeline Jane ""Maya"" DiRado";F;23;175;143,3004703;United States;Swimming;Swimming Women's 200 metres Individual Medley;Bronze
"Madeline Jane ""Maya"" DiRado";F;23;175;143,3004703;United States;Swimming;Swimming Women's 400 metres Individual Medley;Silver
Carlien Clemens Dirkse van den Heuvel;F;29;170;123,4588667;Netherlands;Hockey;Hockey Women's Hockey;Silver
Christian Dissinger;M;24;203;231,4853751;Germany;Handball;Handball Men's Handball;Bronze
Denis Sergeyevich Dmitriyev;M;30;177;198,4160358;Russia;Cycling;Cycling Men's Sprint;Bronze
Darya Yevgenyevna Dmitriyeva;F;20;178;163,1420739;Russia;Handball;Handball Women's Handball;Gold
Sbastien Dockier;M;26;175;163,1420739;Belgium;Hockey;Hockey Men's Hockey;Silver
John-John Dohmen;M;28;174;152,1189608;Belgium;Hockey;Hockey Men's Hockey;Silver
Slvia Domnguez Fernndez;F;29;167;141,0958477;Spain;Basketball;Basketball Women's Basketball;Silver
Apisai Raviyawa Domolailai;M;27;192;216,0530168;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Dong Bin;M;27;180;163,1420739;China;Athletics;Athletics Men's Triple Jump;Bronze
Dong Dong;M;27;168;125,6634893;China;Trampolining;Trampolining Men's Individual;Silver
Dorjnyambuugiin Otgondalai;M;28;170;132,2773572;Mongolia;Boxing;Boxing Men's Lightweight;Bronze
Dorjsurengiin Sumiya;F;25;160;130,0727346;Mongolia;Judo;Judo Women's Lightweight;Silver
Sam Dorman;M;24;175;169,7559417;United States;Diving;Diving Men's Synchronized Springboard;Silver
Sara Dosho;F;21;159;152,1189608;Japan;Wrestling;Wrestling Women's Light-Heavyweight, Freestyle;Gold
Josef Dostl;M;23;202;253,5316013;Czech Republic;Canoeing;Canoeing Men's Kayak Singles, 1,000 metres;Silver
Josef Dostl;M;23;202;253,5316013;Czech Republic;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Bronze
"Gabrielle Christina Victoria ""Gabby"" Douglas";F;20;157;110,231131;United States;Gymnastics;Gymnastics Women's Team All-Around;Gold
Douglas dos Santos Justino de Melo;M;22;173;152,1189608;Brazil;Football;Football Men's Football;Gold
Owain Daniel John Doull;M;23;181;160,9374513;Great Britain;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Gold
Felix Drahotta;M;27;200;224,8715072;Germany;Rowing;Rowing Men's Coxed Eights;Silver
Caeleb Remel Dressel;M;19;191;189,5975453;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Gold
Caeleb Remel Dressel;M;19;191;189,5975453;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Derek Drouin;M;26;196;182,9836775;Canada;Athletics;Athletics Men's High Jump;Gold
Daniela Druncea;F;25;150;110,231131;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Paul Drux;M;21;192;233,6899977;Germany;Handball;Handball Men's Handball;Bronze
Alexander Mah Owens Drysdale;M;37;200;224,8715072;New Zealand;Rowing;Rowing Men's Single Sculls;Gold
Du Li;F;34;170;121,2542441;China;Shooting;Shooting Women's Air Rifle, 10 metres;Silver
Du Li;F;34;170;121,2542441;China;Shooting;Shooting Women's Small-Bore Rifle, Three Positions, 50 metres;Bronze
Duan Jingli;F;27;180;167,5513191;China;Rowing;Rowing Women's Single Sculls;Bronze
Charlotte Susan Jane Dujardin;F;31;170;125,6634893;Great Britain;Equestrianism;Equestrianism Mixed Dressage, Individual;Gold
Charlotte Susan Jane Dujardin;F;31;170;125,6634893;Great Britain;Equestrianism;Equestrianism Mixed Dressage, Team;Silver
Tom Dumoulin;M;25;186;154,3235834;Netherlands;Cycling;Cycling Men's Individual Time Trial;Silver
Vitaly Vladimirovich Dunaytsev;M;24;174;141,0958477;Russia;Boxing;Boxing Men's Light-Welterweight;Bronze
Fitzroy Junior Dunkley;M;23;195;174,165187;Jamaica;Athletics;Athletics Men's 4 x 400 metres Relay;Silver
Joshua Dunkley-Smith;M;27;194;216,0530168;Australia;Rowing;Rowing Men's Coxless Fours;Silver
Kevin Wayne Durant;M;27;206;231,4853751;United States;Basketball;Basketball Men's Basketball;Gold
Scott David Durant;M;28;196;211,6437715;Great Britain;Rowing;Rowing Men's Coxed Eights;Gold
Hasanboy Dusmatov;M;23;156;108,0265084;Uzbekistan;Boxing;Boxing Men's Light-Flyweight;Gold
Phillip Peter Dutton;M;52;168;149,9143382;United States;Equestrianism;Equestrianism Mixed Three-Day Event, Individual;Bronze
Conor James Dwyer;M;27;196;196,2114132;United States;Swimming;Swimming Men's 200 metres Freestyle;Bronze
Conor James Dwyer;M;27;196;196,2114132;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
